Product_ID,Title,Price,Year,Manufacturer,Brand,Origin,Figure,Seats,Gear,Fuel,Color,Shop_Slug
F8VSS,VOLVO XC90 PLUG-IN HYBRID ULTRA 2025,4370000000,2025,Volvo,XC90,Nhập khẩu,SUV,7,Số tự động,Plug-in hybrid ,Trắng,volvo-ha-noi
F8VT5,VOLVO S90 PLUG - IN HYBRID ULTRA 2025,2750000000,2025,Volvo,S90,Nhập khẩu,Sedan,5,Số tự động,Plug-in hybrid ,Xám,volvo-ha-noi
F8V1J,VF3,299000000,2025,Vinfast,VF5,Việt Nam,SUV,4,Số tự động,Điện,Trắng,vinfast-cuu-long-can-tho
F8V1K,GEELY COOLRAY FLAGSHIP MÀU XÁM NĂM 2025,62628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,geely-can-tho
F8VZ5,GEELY COOLRAY BẢN CAO MÀU XANH DƯƠNG 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,geely-can-tho
F8VVK,VinFast VF6 Plus 2025,689000000,2025,Vinfast,VF5,Việt Nam,SUV,5,Số tự động,Điện,Xám,vinfast-cuu-long-can-tho
F8VVI,VinFast VF3 2025,299000000,2025,Vinfast,VF5,Việt Nam,SUV,4,Số tự động,Điện,Đỏ,vinfast-cuu-long-can-tho
F8VVJ,VinFast VF5 2025,529000000,2025,Vinfast,VF5,Việt Nam,SUV,5,Số sàn,Điện,Trắng,vinfast-cuu-long-can-tho
F8VVL,VinFast VF7 2025,799000000,2025,Vinfast,VF8,Việt Nam,SUV,5,Số tự động,Điện,Đỏ,vinfast-cuu-long-can-tho
F8V1H,ISUZU QKR230 MUI BẠT E5 2025,605000000,2025,Isuzu,QKR230,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,isuzu-tay-bac-sai-gon
F8V1F,ISUZU QKR210 THÙNG KÍN E5 2025,660000000,2025,Isuzu,QKR210,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,isuzu-tay-bac-sai-gon
F8V1G,ISUZU QKR210 MUI BẠT E5 2025,660000000,2025,Isuzu,QKR210,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,isuzu-tay-bac-sai-gon
F8VGH,"SUZUKI JIMNY 2024 TRẮNG, TẶNG PHỤ KIỆN, 2 CẦU, 4 CHỖ CHUYÊN OFFROAD",789000000,2024,Suzuki,XL7,Nhập khẩu,SUV,4,Số tự động,Xăng,Trắng,sai-gon-ngoi-sao
F8VG1,SUZUKI XL7 HYBRID MÀU CAM - 7 CHỖ - NHẬP KHẨU - QUÀ TẶNG HƠN 65 TRIỆU,607900000,2024,Suzuki,XL7,Nhập khẩu,SUV,7,Số tự động,Xăng,Cam,sai-gon-ngoi-sao
F8U58,SUZUKI JIMNY CHUYÊN OFFROAD - 2024 - MÀU TRẮNG NGÀ,789000000,2024,Suzuki,XL7,Nhập khẩu,SUV,4,Số tự động,Xăng,Trắng,sai-gon-ngoi-sao
F8U59,SUZUKI XL7 HYBRID 2025 7 CHỖ - NHẬP KHẨU - MÀU TRẮNG NGÀ,607900000,2025,Suzuki,XL7,Nhập khẩu,SUV,7,Số tự động,Xăng,Trắng,sai-gon-ngoi-sao
F8VG2,SUZUKI XL7 HYBRID full ĐEN 2025 - 7 CHỖ - NHẬP KHẨU- ƯU ĐÃI HƠN 55 TRIỆU,589900000,2025,Suzuki,XL7,Nhập khẩu,SUV,7,Số tự động,Xăng,Đen,sai-gon-ngoi-sao
F8VF6,SUZUKI JIMNY 2024 VÀNG NÓC ĐEN - CHUYÊN OFFROAD - 2 CẦU,799000000,2024,Suzuki,XL7,Nhập khẩu,SUV,4,Số tự động,Xăng,Vàng,sai-gon-ngoi-sao
F8VII,SUZUKI XL7 HYBRID XANH KHAKI 2024 - 7 CHỖ - NHẬP KHẨU - ƯU ĐÃI NGAY 65 TRIỆU,599900000,2024,Suzuki,XL7,Nhập khẩu,Xe du lịch,7,Số tự động,Xăng,Xanh,sai-gon-ngoi-sao
F8VGF,"SUZUKI JIMNY 2024 MÀU ĐỎ LIMITED, 2 CẦU, 4 CHỖ, OFFROAD",799000000,2024,Suzuki,XL7,Nhập khẩu,SUV,4,Số tự động,Xăng,Đỏ,sai-gon-ngoi-sao
F8V0Y,HYUNDAI CRETA CAO CẤP 2025 - TRẮNG,705000000,2025,Hyundai,Creta,Việt Nam,CUV,5,Số tự động,Xăng,Trắng,hyundai-kontum
F8U2B,Toyota Vios 1.5E CVT 2025,488000000,2025,Toyota,Vios,Việt Nam,Sedan,5,Số tự động,Xăng,Trắng,toyota-long-bien
F8U17,Toyota Vios 1.5E MT 2025 ,458000000,2025,Toyota,Vios,Việt Nam,Sedan,5,Số sàn,Xăng,Trắng,toyota-long-bien
F8VGR,Toyota Veloz CVT,638000000,2025,Toyota,Veloz Cross,Việt Nam,MPV,7,Số tự động,Xăng,Trắng,toyota-long-bien
F8V0M,HYUNDAI NEW CRETA FACELIFT - 2025,705000000,2025,Hyundai,Creta,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-gia-lai
F8U0L,HYUNDAI ELANTRA 2.0 ĐẶC BIỆT 2025,699000000,2025,Hyundai,Elantra,Việt Nam,Sedan,5,Số tự động,Xăng,Trắng,hyundai-gia-lai
F8UJY,HYUNDAI PALISADE 2.2D PRESTIGE 2024,1589000000,2024,Hyundai,Santa Fe,Việt Nam,SUV,7,Số tự động,Dầu,Trắng,hyundai-gia-lai
F8UEY,HYUNDAI ACCENT 1.5 CAO CẤP 2024,569000000,2024,Hyundai,Accent,Việt Nam,Sedan,5,Số tự động,Xăng,Đỏ,hyundai-gia-lai
F8U3T,HYUNDAI ELANTRA 1.6 ĐẶC BIỆT 2025,639000000,2025,Hyundai,Elantra,Việt Nam,Sedan,5,Số tự động,Xăng,Trắng,hyundai-gia-lai
F8VCV,HYUNDAI GRAND I10 1.2 AT 2025,435000000,2025,Hyundai,i10,Việt Nam,Hatchback,5,Số tự động,Xăng,Trắng,hyundai-gia-lai
F8UXG,HYUNDAI SANTA FE 2.5T CALLIGRAPHY 2025,1365000000,2025,Hyundai,Santa Fe,Việt Nam,SUV,7,Số tự động,Xăng,Trắng,hyundai-gia-lai
F8VGT,Corolla Cross 1.8V,820000000,2025,Toyota,Corolla Cross,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,toyota-long-bien
F8U2E, Toyota Vios 1.5G CVT 2025,545000000,2025,Toyota,Vios,Việt Nam,Sedan,5,Số tự động,Xăng,Trắng,toyota-long-bien
F8VXH,Lynk & Co 01 Blue Louder Pro,999000000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-nghe-an
F8VMS,Lynk & Co 01 Louder  SẴN GIAO NGAY - NEW 100%,999000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-nghe-an
F8VMK,"Lynk & Co 06 1.5 Turbo, Mới 100% Model 2025",729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-nghe-an
F8VMV,Lynk & Co 06 NEW 100% Model 2025,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-nghe-an
F8VMW,Lynk & Co 01 Hyper Black - NEW 100%,999000000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,lynk-co-nghe-an
F8VZW,GEELY COOLRAY FLAGSHIP MÀU 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-can-tho
F8UPK,ISUZU MU-X B7 PLUS-SUV-2025,998000000,2025,Isuzu,mu-X,Nhập khẩu,SUV,7,Số tự động,Dầu,Trắng,isuzu-dai-thinh
F8UNI,GEELY COOLRAY PREMIUM 2025 MÀU BẠC,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-thai-nguyen
F8UNK,GEELY COOLRAY FLAGSHIP 2025 MÀU ĐỎ,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Đỏ,geely-thai-nguyen
F8UNG,GEELY COOLRAY PREMIUM 2025 MÀU CAM,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Cam,geely-thai-nguyen
F8U3S,GEELY COOLRAY PREMIUM 2025 - MÀU TRẮNG,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-thai-nguyen
F8UNJ,GEELY COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,geely-thai-nguyen
F8UNE,GEELY COOLRAY STANDAR 2025 - MÀU TRẮNG,538000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-thai-nguyen
F8UNF,GEELY COOLRAY STANDAR 2025 MÀU XÁM,538000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,geely-thai-nguyen
F8VZI,GEELY COOLRAY FLAGSHIP MÀU XANH,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,geely-can-tho
F8VZH,GEELY COOLRAY STANDARD MÀU BẠC,538000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VGU,Corolla Cross 1.8HV,905000000,2025,Toyota,Corolla Cross,Nhập khẩu,SUV,5,Số tự động,Hybrid,Trắng,toyota-long-bien
F8VZA,LYNK & CO 09 XÁM ULTRA 2024,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Xám,lynk-co-vung-tau
F8VY9,LYNK & CO 09 XÁM ULTRA 2024,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Xám,lynk-co-sai-gon
F8VY8,LYNK & CO 05 HYPERHALO ĐEN 2024,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,lynk-co-vung-tau
F8VY7,LYNK & CO 05 HYPERHALO TRẮNG 2024,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-vung-tau
F8VY6,LYNK& CO 06 HYPER PRO MISTY GREY 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-vung-tau
F8VY5,LYNK & CO 06 HYPER PRO SONIC GREEN 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-vung-tau
F8VY4,LYNK & CO 06 HYPER PRO PASTEL LILAC 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-vung-tau
F8VW5,Lynk & Co 09 ULTRA ĐEN 2024,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Đen,lynk-co-sai-gon
F8VY3,Lynk & Co 09 ULTRA ĐEN 2024,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Đen,lynk-co-vung-tau
F8VYV,HYUNDAI GRAND I10 HATCHBACK,352000000,2025,Hyundai,i10,Việt Nam,Hatchback,5,Số tự động,Xăng,Trắng,hyundai-son-tra
F8VYU,NEW HYUNDAI CRETA 2025 ĐỦ MÀU,595000000,2025,Hyundai,Creta,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-son-tra
F8VYR,GEELY COOLRAY FLAGSHIP MÀU XANH NĂM,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,geely-can-tho
F8VXR,GEELY COOLRAY FLAGSHIP MÀU TRẮNG NĂM 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-can-tho
F8VXM,HYUNDAI CRETA FL 2025 -Trắng,599000000,2025,Hyundai,Creta,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-binh-dinh
F8VHN,HYUNDAI MIGHTY W11S E5 2025 - THÙNG LỬNG,741000000,2025,Hyundai,W11S,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Trắng,hyundai-vinh-thinh
F8U8Z,HYUNDAI SOLATI EURO 5 2024,1070000000,2025,Hyundai,Solati ,Nhập khẩu,Van/Minibus,16,Số sàn,Dầu,Bạc,hyundai-vinh-thinh
F8VHP,HYUNDAI MIGHTY W11XL E5 2025 - THÙNG MUI BẠT,816000000,2025,Hyundai,W11XL,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Trắng,hyundai-vinh-thinh
F8VHM,HYUNDAI MIGHTY W11S E5 2025 - THÙNG KÍN,753000000,2025,Hyundai,W11S,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Trắng,hyundai-vinh-thinh
F8VHL,HYUNDAI MIGHTY W11S E5 2025 - THÙNG MUI BẠT,750000000,2025,Hyundai,W11S,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Trắng,hyundai-vinh-thinh
F8VHO,HYUNDAI MIGHTY W11SL E5 2025 - THÙNG MUI BẠT,790000000,2025,Hyundai,W11SL,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Xanh,hyundai-vinh-thinh
F8VDN,MITSUBISHI XFORCE ULTIMATE - 2025,710000000,2025,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Đỏ,mitsubishi-khanh-hoa
F8VDM,MITSUBISHI XFORCE ULTIMATE - 2025,660000000,2025,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,mitsubishi-khanh-hoa
F8VHW,MITSUBISHI ATTRAGE PREMIUM 2025,445000000,2025,Mitsubishi,Attrage,Nhập khẩu,Sedan,5,Số tự động,Xăng,Trắng,mitsubishi-khanh-hoa
F8VRN,HYUNDAI SANTAFE CALI TURBO - Trắng- 2025,1365000000,2025,Hyundai,Santa Fe,Việt Nam,SUV,7,Số tự động,Xăng,Trắng,hyundai-binh-dinh
F8VDS,MITSUBISHI TRITON GLX 2025,625000000,2025,Mitsubishi,Triton,Nhập khẩu,Pickup,5,Số tự động,Dầu,Xám,mitsubishi-khanh-hoa
F8VDQ,MITSUBISHI ATTRAGE MT 2025,334000000,2025,Mitsubishi,Attrage,Nhập khẩu,Sedan,5,Số sàn,Xăng,Trắng,mitsubishi-khanh-hoa
F8VT9,HYUNDAI STARGAZER CAO CẤP 2025 - trắng,599000000,2025,Hyundai,Stargazer,Nhập khẩu,MPV,7,Số tự động,Xăng,Trắng,hyundai-binh-dinh
F8VDO,MITSUBISHI XPANDER PREMIUM 2025,658000000,2025,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Trắng,mitsubishi-khanh-hoa
F8VPV,HYUNDAI VENUE ĐẶC BIỆT- Trắng- 2025,539000000,2025,Hyundai,Venue,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-binh-dinh
F8VV8,HYUNDAI CRETA 1.5 CAO CẤP- Trắng - 2025,699000000,2025,Hyundai,Creta,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-binh-dinh
F8VXI,Lynk & Co 06 Green Sonic,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-nghe-an
F8VW7,GEELY COOLRAY FLAGSHIP MÀU XANH NĂM 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VW4,LYNK & CO 05 HYPERHALO ĐEN 2024,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,lynk-co-sai-gon
F8VW1,MITSUBISHI XPANDER CROSS 2025,698000000,2025,Mitsubishi,Xpander Cross,,SUV,7,Số tự động,Xăng,Đen,mitsubishi-lam-dong
F8U9P,HYUNDAI SANTA FE 2.5 PRESTIGE 2025,1265000000,2025,Hyundai,Santa Fe,Việt Nam,SUV,7,Số tự động,Xăng,Đỏ,hyundai-gia-lai
F8URG,Ford Territory màu đỏ 2025 ,889000000,2025,Ford,Territory,Việt Nam,SUV,5,Số tự động,Xăng,Đỏ,binh-duong-ford
F8U0G,Ford Territory Sport màu trắng 2025,869000000,2025,Ford,Territory,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,binh-duong-ford
F8U0H,Ford Transit Cứu Thương màu trắng 2025,1050000000,2025,Ford,Transit,Việt Nam,Van/Minibus,8,Số sàn,Dầu,Trắng,binh-duong-ford
F8VWX,LYNK & CO 01 2.0 TURBO 2025,999000000,2025,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-ha-long
F8VWW,LYNK & CO 05 2.0 TURBO 2025,1599000000,2025,Lynk & Co,05,Nhập khẩu,Coupe,5,Số tự động,Xăng,Xám,lynk-co-ha-long
F8VWD,GEELY COOLRAY STANDARD MÀU BẠC,538000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VT8,VOLVO S90 PLUG IN HYBRID ULTRA 2025,2750000000,2025,Volvo,S90,Nhập khẩu,Sedan,5,Số tự động,Plug-in hybrid ,Đen,volvo-dong-sai-gon
F8VT7,VOLVO X60 PLUG IN HYBRID ULTRA 2025,2750000000,2025,Volvo,XC60,Nhập khẩu,SUV,5,Số tự động,Plug-in hybrid ,Xám,volvo-dong-sai-gon
F8VV7,GEELY COOLRAY FLAGSHIP MÀU XÁM NĂM 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,geely-can-tho
F8VVS,VOLVO XC90 PLUG-IN HYBRID ULTRA 2025,4370000000,2025,Volvo,XC90,Nhập khẩu,SUV,7,Số tự động,Plug-in hybrid ,Đồng,volvo-car-sai-gon
F8VVT,VOLVO XC40 ULTRA 2025,1820000000,2025,Volvo,XC40,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,volvo-car-sai-gon
F8VVU,VOLVO EC40 2025,1739000000,2025,Volvo,EC40,Nhập khẩu,SUV,5,Số tự động,Điện,Trắng,volvo-car-sai-gon
F8VVR,VOLVO S90 PLUG - IN HYBRID ULTRA 2025,2750000000,2025,Volvo,S90,Nhập khẩu,Sedan,5,Số tự động,Plug-in hybrid ,Bạc,volvo-car-sai-gon
F8VVZ,VOLVO XC60 ULTRA 2025,2279000000,2025,Volvo,XC60,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,volvo-car-sai-gon
F8VV0,VOLVO S90 ULTRA 2025,2269000000,2025,Volvo,S90,Nhập khẩu,Sedan,5,Số tự động,Xăng,Trắng,volvo-car-sai-gon
F8VVQ,VOLVO XC60 PLUG - IN HYBRID ULTRA 2025,2750000000,2025,Volvo,XC60,Nhập khẩu,SUV,5,Số tự động,Plug-in hybrid ,Xanh,volvo-car-sai-gon
F8VVO,HYUNDAI CRETA ĐẶC BIỆT 2025 - XÁM,650000000,2025,Hyundai,Creta,Việt Nam,SUV,5,Số tự động,Xăng,Xám,hyundai-kontum
F8VVN,GEELY COOLRAY FLAGSHIP MÀU ĐỎ,628000000,2025,Geely,Coolray,Nhập khẩu,,5,Số tự động,Xăng,Đỏ,geely-can-tho
F8VIG,ISUZU NQRME4- 4T9- 5T5,895000000,2024,Isuzu,D-Max,Việt Nam,Pickup,2,Số sàn,Dầu,Trắng,isuzu-dai-thinh
F8VU1,LYNK & CO 09,2199000000,2025,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Trắng,lynk-co-pham-van-dong
F8VUX,ISUZU FRR650,1000000000,2025,Isuzu,FRR650,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,isuzu-dai-thinh
F8VHG,SUZUKI XL7 HYBRID MÀU XÁM 2025 - 7 CHỖ - NHẬP KHẨU - ĐỘNG CƠ MỚI,599900000,2025,Suzuki,XL7,Nhập khẩu,SUV,7,Số tự động,Xăng,Xám,sai-gon-ngoi-sao
F8VGJ,SUZUKI XL7 HYBRID 2025 - 7 CHỖ - NHẬP KHẨU- ƯU ĐÃI HƠN 55 TRIỆU,607900000,2024,Suzuki,XL7,Nhập khẩu,SUV,7,Số tự động,Xăng,Trắng,sai-gon-ngoi-sao
F8VUN,Lynk & Co 01,999000000,2025,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,lynk-co-long-bien
F8UE0,HYUNDAI GRAND I10 1.2 AT 2024,455000000,2024,Hyundai,i10,Việt Nam,Sedan,5,Số tự động,Xăng,Trắng,hyundai-gia-lai
